"dimension" "Birth" "Death"
"1" 0 0 Inf
"2" 0 0 0.708048892196573
"3" 0 0.0241756663741036 0.140147830819162
"4" 0 0.174354617355089 0.175983319956752
"5" 0 0.177613850490404 0.218172345805366
"6" 0 0.177613850490404 0.206792929237
"7" 0 0.186034656990497 0.195159902592675
"8" 0 0.190674399571107 0.218107999547153
"9" 0 0.195436281693399 0.21607990799076
"10" 0 0.200817676797261 0.204660322439104
"11" 0 0.211166446607603 0.230523906074966
"12" 0 0.21385037707401 0.217120373247638
"13" 0 0.215215350243578 0.238715542082621
"14" 0 0.226541461456232 0.248003626770657
"15" 0 0.365078557277055 0.400527612589777
"16" 0 0.739221154657277 0.751208097476896
