"dimension" "Birth" "Death"
"1" 0 0 Inf
"2" 0 0 0.816823160035545
"3" 0 0.0400305354593823 0.0407901399030886
"4" 0 0.0762560472550343 0.202838214954644
"5" 0 0.137561938610672 0.556547004509954
"6" 0 0.139638071466201 0.148911936358899
"7" 0 0.173414769529413 0.258562137766873
"8" 0 0.179748790182846 0.261341174910877
"9" 0 0.188290963941482 0.203532013026284
"10" 0 0.23519083854066 0.244009480981311
"11" 0 0.383101523947177 0.389891816798419
"12" 0 0.47991775897378 0.511400012450601
"13" 0 0.742450471415853 0.777877145585612
"14" 0 0.742876586193961 0.765479743726907
"15" 0 0.759077082503146 0.75935394902467
"16" 0 0.780378738550906 0.79279032029093
"17" 0 0.784398472505621 0.789979622437724
