"comp_1" "comp_2" "comp_3" "comp_4" "comp_5"
"C1" -11.6054521327247 0.0382332534169508 -0.0401771920285176 -0.029741413033829 -0.0147558045872346
"C2" -9.57640791570418 -0.545820539644447 -0.107697214113249 0.0529862483130542 -0.0141518236155661
"C3" 13.9464582384876 0.231823195260364 -0.118174503832234 0.0242012849761601 -0.00182749174699998
"C4" -11.9233470008845 0.260960059851404 0.0725588097431215 0.00709810837492513 -0.00389926027731206
"C5" -11.9828679980831 0.322137609677995 0.111236897880087 0.0207087854502784 0.00839327885472955
"C6" -11.0138890140763 -0.213461171639733 -0.116810828246032 -0.0145341163549451 0.0121317388205979
"C7" -11.9856436281036 0.321528602623341 0.108090154433251 0.019345192244117 0.00887504378446508
"C8" -11.7713526963878 0.139958793068567 0.00779657399905687 -0.0217556231906286 -0.0184131569343347
"C9" 13.7958861173179 0.146045800016776 -0.046762767218158 -0.005322511926965 0.00724947987921044
"C10" -11.4545381320835 -0.0392747885405011 -0.0693996833332809 -0.0283308528717261 -0.0108366301386134
"C11" -12.0204383228399 0.361371484934025 0.135740041219789 0.0294087032966817 0.0179854860730171
"C12" 11.6436979765116 -0.448310770456322 0.234796172621082 0.0436626759474655 -0.0370809390555392
"C13" -10.9470639067965 -0.234911841484964 -0.121005064206953 -0.0103740109528972 0.017283660102574
"C14" 13.1268213678465 -0.115765535910993 0.125367355831516 -0.02116457504276 -0.00523711928518652
"C15" 13.2890850755008 -0.0612865417439293 0.0941341775590701 -0.0257969500215374 0.000138131972274886
"C16" -9.95336026786673 -0.480061309670073 -0.121490489699747 0.039962003256383 -0.00267621880486746
"C17" 13.4256759670262 -0.0168909382397182 0.0734103940416071 -0.0331531335313873 0.00531219873252215
"C18" 13.5544091584908 0.0311652131447372 0.042600264820777 -0.0331123807595859 0.00830833403024034
"C19" 13.8278777045568 0.16255353063276 -0.0594504012273716 -0.000271154041030761 0.00794737701169829
"C20" 13.9611928233491 0.240724323291461 -0.125218306010745 0.0258548047893705 -0.00440690149007051
"C21" -11.5979486990112 0.0305544932488307 -0.0449707907362735 -0.0308995112594948 -0.017091301875838
"C22" 13.9701893519361 0.247741171543042 -0.133224730086788 0.0293552839268319 -0.00584324217662055
