"dimension" "Birth" "Death"
"1" 0 0 Inf
"2" 0 0 0.684519363716732
"3" 0 0.0107477074533212 0.154631043762481
"4" 0 0.0134753093762529 0.137190253189829
"5" 0 0.0299165131082714 0.0332783491989378
"6" 0 0.0369327270167856 0.0707273208405019
"7" 0 0.045776658386313 0.0788510687434001
"8" 0 0.0517670516720568 0.0939435713024063
"9" 0 0.0598855351634645 0.115787115878245
"10" 0 0.0690981559518313 0.0831795640876106
"11" 0 0.080425494099617 0.0836191433209197
"12" 0 0.0861346854644632 0.112822172381386
"13" 0 0.0954366688356229 0.101968553750376
"14" 0 0.0971160063327745 0.126049518893766
"15" 0 0.0991395937540546 0.101968553750376
"16" 0 0.0992649816935206 0.119845320270444
"17" 0 0.100215731842879 0.107015507834882
"18" 0 0.101251744658688 0.112822172381386
"19" 0 0.105004077396932 0.139954690398949
"20" 0 0.108765424950736 0.130002009740374
"21" 0 0.109461976378396 0.141832956518175
"22" 0 0.112995449662631 0.133742443094912
"23" 0 0.115424694335362 0.12966481648559
"24" 0 0.123281457285618 0.139805143205718
"25" 0 0.135747876903208 0.152911490044411
"26" 0 0.150982933145317 0.159386228998394
"27" 0 0.165379528688668 0.166587105667608
"28" 0 0.181792485389834 0.196700970266376
"29" 0 0.202491743743525 0.24219469386681
"30" 0 0.208225403448998 0.224060967937468
"31" 0 0.241588065945018 0.252731544138058
"32" 0 0.245725147321873 0.24863062014939
"33" 0 0.254539756146187 0.259067554727791
"34" 0 0.281632974080846 0.284877004312045
"35" 0 0.318671073458609 0.347275431195001
"36" 0 0.332502969179332 0.333461501307042
"37" 0 0.376006116846097 0.396047999891711
"38" 0 0.383218512712483 0.614173190243712
"39" 0 0.387515005394883 0.392122579720192
"40" 0 0.387521129640169 0.406225600793855
"41" 0 0.395155588443138 0.395901414560559
"42" 0 0.395345436489841 0.406607282320936
"43" 0 0.401022595664173 0.431887797380986
"44" 0 0.412565920907342 0.424037333542557
"45" 0 0.415732837579409 0.421949272903572
"46" 0 0.417332546912648 0.447518801457233
"47" 0 0.443533456066057 0.510929310966976
"48" 0 0.449755517428367 0.498526420717967
"49" 0 0.451173956942775 0.457582008401079
"50" 0 0.451885030121429 0.472334007456034
"51" 0 0.460729725262489 0.466200388279325
"52" 0 0.486437470028427 0.494657265446856
"53" 0 0.493923855489949 0.50638510309768
"54" 0 0.504127421898298 0.508769510714915
"55" 0 0.509588946315584 0.510503590211223
"56" 0 0.518192962106651 0.521822775074858
"57" 0 0.519125739158856 0.549241529403002
"58" 0 0.529646288096391 0.589608601133143
"59" 0 0.530965707900646 0.534344771948252
"60" 0 0.531285603690937 0.549078558147005
"61" 0 0.537208007053674 0.578302087555514
"62" 0 0.55022186441447 0.570601804471857
"63" 0 0.558572646421233 0.562560281309601
"64" 0 0.560928536352459 0.561757709420486
"65" 0 0.563154458331111 0.582621767198908
"66" 0 0.568375759683547 0.600373877299551
"67" 0 0.570300788705247 0.588563103636325
"68" 0 0.571158545256355 0.581988707348655
"69" 0 0.57699861864183 0.585817774071419
"70" 0 0.579474585918822 0.589239513449109
"71" 0 0.59036764050894 0.59818300682945
"72" 0 0.593068159520681 0.603590023038222
"73" 0 0.598510409424905 0.640053421535268
"74" 0 0.605439224281812 0.60779921580659
"75" 0 0.609549054664255 0.61061769615416
"76" 0 0.617776286345041 0.654676830365203
"77" 0 0.620446962144093 0.641252526204798
"78" 0 0.623417626056777 0.632247139023315
"79" 0 0.656707171546163 0.664638632873984
"80" 0 0.660400480716255 0.695314442444212
"81" 0 0.66284531890284 0.67961671526505
"82" 0 0.663086438918936 0.701693961659114
"83" 0 0.678723682920779 0.691797435982872
"84" 0 0.682211529179066 0.698143572310704
"85" 0 0.689671961766001 0.718753672906277
"86" 0 0.693073777161682 0.693711947193122
"87" 0 0.704229318736485 0.710487710341814
"88" 0 0.731504487000462 0.73339965660836
