"dimension" "Birth" "Death"
"1" 0 0 Inf
"2" 0 0 0.957041996285116
"3" 0 0.130344374977877 0.191384653173658
"4" 0 0.22104957973293 0.235032248391638
"5" 0 0.27191719378509 0.272024836659088
"6" 0 0.292273783011035 0.297390833630465
"7" 0 0.295127946401429 0.295225564026086
"8" 0 0.329273824517523 0.331303700435161
"9" 0 0.352369111681443 0.353113486919743
"10" 0 0.357041349956508 0.360235814543853
"11" 0 0.365311600062556 0.374252689887925
"12" 0 0.370350812738555 0.370973500481547
"13" 0 0.377314233433911 0.378243176652785
"14" 0 0.412115806097603 0.412957108077402
"15" 0 0.433529572035906 0.439821545547542
"16" 0 0.444117728736625 0.44794357262384
"17" 0 0.450405699258598 0.450796686220846
"18" 0 0.465479959744365 0.4660851230618
"19" 0 0.508536542912947 0.513330988078655
"20" 0 0.5275452405863 0.528298309840378
"21" 0 0.535084077484932 0.535645560247623
"22" 0 0.543186890208916 0.543922098276971
"23" 0 0.596903147284576 0.598090497327219
"24" 0 0.960276879871536 0.966213543427773
