"dimension" "Birth" "Death"
"1" 0 0 Inf
"2" 0 4.44969196883521e-15 1
"3" 0 0.000884490405208031 0.0244192285232486
"4" 0 0.0123469305106551 0.100533110598727
"5" 0 0.0134615232183523 0.0654912055407058
"6" 0 0.0297237245859576 0.077713352879471
"7" 0 0.0324993616282819 0.0475263620233337
"8" 0 0.0326564714530217 0.0555970523474105
"9" 0 0.0327318312674291 0.115723803880443
"10" 0 0.0513222855568655 0.0761246229864127
"11" 0 0.0557759595115313 0.0571512242030079
"12" 0 0.0617875192649452 0.0654735127898443
"13" 0 0.0646847626490024 0.0687393609134607
"14" 0 0.0659395921291886 0.173381587212254
"15" 0 0.0660935148440344 0.205915422704351
"16" 0 0.0670243346340183 0.0901280923786076
"17" 0 0.0683220441707805 0.0747528225807717
"18" 0 0.069818577896832 0.0860207761292408
"19" 0 0.0811065976654281 0.158921555291326
"20" 0 0.086392896195512 0.112858572455266
"21" 0 0.0889969923991703 0.235233754778825
"22" 0 0.103154417617459 0.11018254847194
"23" 0 0.107227810950839 0.126998073779033
"24" 0 0.107532155132787 0.115149267883372
"25" 0 0.111251035915262 0.119890203853412
"26" 0 0.113887387889052 0.179259136533261
"27" 0 0.114063112565114 0.14521478596682
"28" 0 0.124549472594367 0.127817341871793
"29" 0 0.129955555789229 0.140887818931791
"30" 0 0.137175101088759 0.150173882244365
"31" 0 0.138203366457347 0.143938531475047
"32" 0 0.139650951203765 0.156874565856196
"33" 0 0.142523641398273 0.154453624958195
"34" 0 0.151673070944544 0.164977979321559
"35" 0 0.154591742151688 0.221645290853244
"36" 0 0.157488056424607 0.161186924761747
"37" 0 0.157656648844927 0.183050882991033
"38" 0 0.159283273578 0.162577701583807
"39" 0 0.162025079860135 0.168257787823803
"40" 0 0.165610065163867 0.171590126655644
"41" 0 0.178049765635425 0.199422558360592
"42" 0 0.188917514156309 0.834259860591725
"43" 0 0.190332241790269 0.328821972855599
"44" 0 0.193658104331424 0.219301547133942
"45" 0 0.196884533453097 0.221673361484676
"46" 0 0.197059825097175 0.199381120487371
"47" 0 0.197506848205487 0.256323924656247
"48" 0 0.199665955393159 0.206115288709902
"49" 0 0.212172490307627 0.26400200726191
"50" 0 0.221334448131539 0.38597171868454
"51" 0 0.223404807681357 0.238275377356389
"52" 0 0.224150978558523 0.254523390729322
"53" 0 0.229809324462899 0.230325068881338
"54" 0 0.233436789890522 0.24270677949421
"55" 0 0.239783159007463 0.294433002547619
"56" 0 0.241445274334465 0.25058564953051
"57" 0 0.248558567025642 0.256323924656247
"58" 0 0.249534200887134 0.250544882100062
"59" 0 0.24970505176046 0.283914820033939
"60" 0 0.250088099453157 0.273101939043621
"61" 0 0.251784664994985 0.315832248889862
"62" 0 0.256208235380905 0.260036178549267
"63" 0 0.261608682337265 0.278922474065242
"64" 0 0.26335965527968 0.268212619917471
"65" 0 0.263753338083139 0.278110851831697
"66" 0 0.265872952072276 0.269784386691573
"67" 0 0.266077699599814 0.272762251241455
"68" 0 0.266625608072317 0.270150208187815
"69" 0 0.271267643472926 0.277974370257986
"70" 0 0.277884782038028 0.288695658624182
"71" 0 0.288759041830636 0.321809811641979
"72" 0 0.288910382563849 0.301507024711355
"73" 0 0.289497180261364 0.29321492007317
"74" 0 0.290133156382883 0.371057766820446
"75" 0 0.29020652297704 0.29321492007317
"76" 0 0.291195335373447 0.35023581472583
"77" 0 0.293214196632807 0.313207206422792
"78" 0 0.294203267780479 0.303411298167731
"79" 0 0.299375025484133 0.321139720727903
"80" 0 0.300679995548189 0.303408191425629
"81" 0 0.301061764387992 0.303411298167731
"82" 0 0.301684562663889 0.307870125509703
"83" 0 0.303271552707587 0.320493191599469
"84" 0 0.304746207307699 0.336908564198129
"85" 0 0.307609801541681 0.312398379474784
"86" 0 0.307621202637001 0.311915234413532
"87" 0 0.307862655640467 0.310872481488567
"88" 0 0.308872773823418 0.309179735425852
"89" 0 0.309148347990756 0.312868898809189
"90" 0 0.311321468043335 0.316020322731986
"91" 0 0.311322807957199 0.331535630350619
"92" 0 0.311703599619819 0.398236551059756
"93" 0 0.313755649220625 0.320083717925527
"94" 0 0.321569280261082 0.325554271468056
"95" 0 0.322208932730365 0.32341560831917
"96" 0 0.325252457215302 0.325877226537827
"97" 0 0.325933358239424 0.331535630350619
"98" 0 0.329380574552883 0.331899333349768
"99" 0 0.330742774600231 0.354783465201342
"100" 0 0.331246087514706 0.335205315635551
"101" 0 0.331774336651872 0.335522925974283
"102" 0 0.33212713590228 0.342381813981347
"103" 0 0.334430693300537 0.378816080113221
"104" 0 0.336829905295514 0.340697407328731
"105" 0 0.337031901091202 0.341867726602775
"106" 0 0.338782072189172 0.340517130712473
"107" 0 0.341850822011976 0.361577372950175
"108" 0 0.342904659395365 0.349507615698136
"109" 0 0.343429370996654 0.34553551905797
"110" 0 0.346408157390411 0.395854370411663
"111" 0 0.347000372071928 0.388252776302143
"112" 0 0.347547703392111 0.352203393490563
"113" 0 0.348175042613498 0.348765862940161
"114" 0 0.349522980082849 0.353091602519699
"115" 0 0.351889239256185 0.398677806706562
"116" 0 0.352460337423718 0.357748500375935
"117" 0 0.352468991106748 0.364434998069138
"118" 0 0.35378642491051 0.35606057150215
"119" 0 0.355101234245701 0.358765938003886
"120" 0 0.356854976665723 0.371251937046261
"121" 0 0.363533533599668 0.365493757333443
"122" 0 0.363633713846767 0.493683704852334
"123" 0 0.367897857688594 0.374670697264228
"124" 0 0.370986752253526 0.382187955364899
"125" 0 0.372163855573686 0.422494176812605
"126" 0 0.372425067371284 0.37650074010879
"127" 0 0.373532866376502 0.379737780633521
"128" 0 0.380974731463791 0.383619528131616
"129" 0 0.382914147942001 0.453633225095796
"130" 0 0.386454542230572 0.388590324395701
"131" 0 0.388274613067642 0.391970762877084
"132" 0 0.389335692948289 0.389930394717746
"133" 0 0.391932520388568 0.398677806706562
"134" 0 0.393300844063007 0.3991722151252
"135" 0 0.393880151969352 0.451347555412079
"136" 0 0.393942801346229 0.433144994910156
"137" 0 0.396119737022292 0.405831629985251
"138" 0 0.396431761759168 0.39963026380733
"139" 0 0.397401283638795 0.397820537628673
"140" 0 0.398352605484328 0.399560960780674
"141" 0 0.398920875296709 0.416716884063415
"142" 0 0.399154600999966 0.417894933711415
"143" 0 0.400803584967134 0.410489605212164
"144" 0 0.401094801267619 0.409424077396675
"145" 0 0.401485826517494 0.409407325080639
"146" 0 0.401653352638198 0.440382879679276
"147" 0 0.40180670702605 0.409032184572174
"148" 0 0.402030248490053 0.462870920819245
"149" 0 0.405318223750617 0.406335025067569
"150" 0 0.411931358283776 0.424790989525348
"151" 0 0.412241871959917 0.433831534823865
"152" 0 0.413258692123888 0.416635108610075
"153" 0 0.414173631079985 0.442520018875563
"154" 0 0.414383573499102 0.418400276036006
"155" 0 0.414943001420007 0.421414616731628
"156" 0 0.41814861850089 0.444849054282064
"157" 0 0.419023502346632 0.433505373385976
"158" 0 0.419457418889582 0.43272796553968
"159" 0 0.420868587552716 0.423186271393623
"160" 0 0.423629264308178 0.425702899792823
"161" 0 0.423770057856659 0.425277305761117
"162" 0 0.425962815273358 0.429459738887543
"163" 0 0.426286606167053 0.430086409961095
"164" 0 0.429208967016723 0.436269615301239
"165" 0 0.432740448069026 0.438326739077393
