"comp_1" "comp_2" "comp_3" "comp_4" "comp_5"
"C1" 0.0151793704288652 0.0352626614325608 0.0876958029143211 0.0100966882016854 0.0308564812614978
"C2" 0.119202735302789 0.0134742161920038 -0.0369676927394242 -0.0200366198150094 -0.0211902657123485
"C3" 0.0123764176113147 0.0357905670673948 0.0743228896361738 0.00978612849941755 0.0366066734387116
"C4" 0.106319552747982 0.0330004979853161 -0.0520160388301572 -0.0264170127811538 0.0294023307905174
"C5" -0.0582924324687942 -0.122510322843149 -0.0349145597467106 -0.0360989092774022 0.035146748365146
"C6" 0.048551897126965 0.109339668878408 0.0359876168361674 0.0739100635080063 -0.00558952991851257
"C7" 0.132709151288663 -0.0126937572079414 -0.029457441716613 0.00337553827660227 -0.0202839402768183
"C8" -0.0191826975070671 -0.0673495114657872 0.104220710067889 -0.113539135993978 -0.0312495449255532
"C9" 0.0677167579075986 -0.0290504686406936 0.0453594699925976 -0.0327516010831938 -0.0243210066082579
"C10" 0.106108051148348 0.114313090682144 -0.0254920684452774 0.000328772200740265 -0.0111447828072937
"C11" 0.118523018789601 0.0226509236329871 -0.0389413551613286 -0.0139014981206011 0.0311115210544432
"C12" -0.258886882839534 0.0397861333600676 -0.0329982200769893 0.0405500217970271 0.060385600107973
"C13" -0.019980124619521 -0.130960656143848 -0.0139316226803047 0.0905412817970901 -0.0322521025233618
"C14" 0.101054205646142 0.09467884069715 -0.0355222266871211 0.00558955890840671 0.0048097191867906
"C15" 0.0545626043958967 0.0286038108946831 0.0598678656633322 -0.0167109315983272 0.028802203838267
"C16" -0.0159088887352146 -0.120425542388559 -0.00601991872766478 0.0956585485558128 -0.0393086462020765
"C17" -0.268333434790281 0.0209861798013763 -0.0162454977701707 0.0114585431509477 0.0406178647558879
"C18" 0.0626899448727984 0.102541790938075 0.010252698438111 0.0296556969205171 -0.0425952387919588
"C19" -0.0524667028527937 -0.126124596041904 -0.0210659472739635 -0.04123904461728 0.028726704303155
"C20" 0.148264641238401 0.00951005340917121 -0.0123755352035093 -0.0268314698424107 -0.0519829393361266
"C21" -0.251556521433227 0.0534941428437339 -0.0289768462156936 -0.0387275651845174 -0.0495279395341914
"C22" 0.0312629821782363 0.0512843340596592 0.0842186269832134 -0.00162614976192222 0.0279059104417084
"C23" 0.0120184955381917 0.0421460825945338 0.097107660422897 0.00861396805201986 0.0337370632468957
"C24" 0.108204991154173 -0.00333754720754331 -0.0278940503729799 -0.0041613678051087 -0.0379808340642811
"C25" 0.130259523078461 -0.0174659008738294 -0.01081452382671 -0.0168315448194988 -0.0362788438628398
"C26" -0.00904429270228852 0.0412508707661901 0.0776120346300378 0.0290717926639714 0.0296645152975208
"C27" -0.240467219235844 0.0375017789855249 -0.0507615153771215 0.0359985782515071 0.0612942887130697
"C28" -0.0277779968259304 -0.143978847585557 -0.02867078719908 0.0697430806681654 0.00098808544948369
"C29" -0.0407868078170561 -0.131210828719944 0.000323068603104717 0.137283638100687 -0.0193957229775352
"C30" 0.0413883015863412 0.0525438922680493 0.0987788203284492 -0.0107849331936453 0.016608409262514
"C31" -0.207567614746637 -0.00391219313528214 -0.0341632095259863 0.00528176149352327 0.0375588835516016
"C32" 0.0893390129499677 0.0395142654455467 -0.0342101007383669 0.00863240304621195 0.00361564787694783
"C33" 0.0235327939954067 -0.0708767306224887 0.0193236679366227 -0.0714725609099725 0.00396232319090235
"C34" -0.0539531284743139 -0.137219448341464 0.0105309103428601 0.0982801072029397 -0.0576381133026858
"C35" 0.0667481484351047 0.0155416161719189 -0.0512706954576811 -0.0186673372053751 0.019771203770552
"C36" -0.275573920124064 0.0253413378976538 -0.0285823135998842 0.0343559807817453 0.0470610403789723
"C37" 0.100832314824279 0.0325456191952569 -0.0450900649504889 -0.0336146729423257 0.0319193671096139
"C38" -0.25443890438689 0.0420366004761525 -0.0503330560470165 0.0408422314400784 0.063761052185961
"C39" -0.242213565052963 0.060225293724362 -0.0420892378283286 -0.0410023881400049 -0.0682338731406853
"C40" 0.0224047226257051 0.0810867848992248 0.0595950199695054 0.0139186950441144 -0.0227936290211109
"C41" 0.00199163638300749 0.0248158475104456 0.0888863604367689 0.0132128740167466 0.0248141234609777
"C42" 0.099290609543702 0.056967448541512 -0.0453238343148525 -0.016640552585475 0.0138066372302789
"C43" 0.0442193479915285 0.012580725702655 0.0811396095822254 -0.0214149638845605 -0.0228428181590339
"C44" -0.258017954514416 0.0761968764398592 -0.0191993365568692 -0.0431268277870374 -0.0560816261882772
"C45" 0.0899490914023003 0.0988516352160279 -0.030346673407682 -0.0017846685502756 0.0006991042770141
"C46" -0.0151765184485431 -0.123925116530275 -0.0112012829007989 0.136551838317788 -0.0252605739476452
"C47" -0.140665235626496 -0.0459032341827474 -0.0281584539989001 -0.0136333264906054 0.0191784718378422
"C48" -0.242780971073287 0.0715356506070329 -0.0330886973146905 -0.0268647742550969 -0.0626570957459174
"C49" -0.00452641951223599 0.0488274894745547 0.0760103276382834 0.0288289388481109 0.0387032758300374
"C51" -0.216732286707215 0.0400992627584807 -0.0364938781025932 -0.00116285037390588 0.00265621472203531
"C52" -0.00239633087548169 -0.0737264204675296 0.108607552733646 -0.107430925836053 -0.041873342842739
"C53" 0.128593358208433 0.00499497436636787 -0.0205156340010192 -0.0122498198657949 -0.0413180895089363
"C54" -0.0357811149461844 -0.123647483682634 -0.0396871778044236 -0.0223435875698722 0.0370215733607481
"C55" 0.0846838578720083 0.0120627370556385 -0.0525864684796024 0.00561762030159415 -0.034309722959204
"C56" 0.049608636684 0.0428866178799421 0.0596493670931367 -0.0100363837630113 0.0248528877373468
"C57" -0.047150445543982 -0.127600182124692 -0.002342832589456 0.060197679320868 -0.0721342286396266
"C58" 0.119468452027033 -0.0190043934294989 -0.00933619666373474 -0.00973294189464396 -0.0354751922331963
"C59" 0.118922214677953 0.0118580296584963 -0.0167594964159006 0.000377710014445997 -0.0510378924090067
"C60" -0.0192064774296179 -0.125703303196841 -0.00407142573596104 0.117446507354625 -0.0389610033412157
"C61" 0.111911132315068 0.033814312722604 -0.0422892214747732 -0.0358258812743864 0.0312177308987798
"C62" -0.0210958955669295 -0.148019770421123 -0.00467908699408587 0.137427870120763 -0.0316618757068124
"C63" -0.0338279965458234 -0.106960054227887 -0.032940779248787 -0.0476683697253256 0.0307715621538672
"C64" 0.12521361532365 -0.00317345682552338 -0.0176369907419937 -0.00685909167371071 -0.0456383216052887
"C65" -0.00138217546055944 0.0349558391150257 0.0846092663726339 0.05114341681378 0.0163174950504216
"C66" -0.0348869658160312 -0.122736310269884 0.0175455849663637 0.148374111217464 -0.049070798764344
"C67" 0.15730349019839 -0.00419422849411115 -0.0197653409098726 -0.0222523092454761 -0.0197899440002383
"C68" 0.0789362005586017 0.00140158885663945 -0.063855132821273 -0.00462985716438779 -0.0352117126484077
"C69" 0.00400829820443391 0.018368321525223 0.0875028471497326 0.0409916051173357 0.0397860259421618
"C70" 0.0800730297662783 0.0636183052801564 -0.104526313560112 -0.00432775940993754 0.0348814645574856
"C71" -0.0244700423975635 -0.130691345537992 -0.0229811982915574 0.0651015634762769 -0.00392430227311956
"C72" 0.0961802355613427 0.0325662725328283 -0.0369256649230581 0.000549328199656621 0.0382750680603099
"C73" 0.0817718762786906 0.00796871491137903 -0.027238922827332 0.0458979852717144 -0.0130168008923274
"C74" -0.244545698958521 0.00942854338297003 -0.0235613430939157 0.0257579923642757 0.0522815944106962
"C75" -0.243465586792765 0.0641176476257946 -0.0327532159923432 -0.0455312010414368 -0.0637827465706285
"C76" -0.0136639364092409 -0.115938132569408 -0.000582719807112104 0.137164478682238 -0.0397973485206383
"C77" 0.136453766734364 0.0112103249972085 -0.0216290321532479 -0.0214668533104205 -0.0569210543953085
"C78" 0.00137461300638844 0.0326085993300522 0.0834734102702086 0.00471738177580114 0.0424967930291365
"C79" 0.137152550258222 -0.00709999265707998 -0.0154203799194093 -0.00705124907755723 -0.014667684572856
"C80" 0.0590990241851111 0.0291155353303789 0.0631571961009399 -0.0116423766881778 0.0366200515977633
"C81" 0.137522293583753 -0.0187846017821215 -0.0146991056109816 -0.0070000628845609 -0.0202402739176241
"C82" 0.0539784359241758 0.0137525777753563 -0.0353586933117066 -0.0131487233480777 0.0201159774724541
"C83" 0.125529516770707 -0.00957684175713349 -0.00572372070848749 -0.0175361704736174 -0.0263061227316662
"C84" -0.19484548605028 0.0249605305750761 -0.0397040696589231 0.0241893857461482 0.0419811962162009
"C85" -0.242494011690111 0.0721666548069993 -0.0133885442272162 -0.0421812095201809 -0.0600533193186845
"C86" -0.0041294723613856 0.0363610944817006 0.0995725250183623 0.0432729168562931 0.0299391899427844
"C87" -0.00913925775579158 -0.122185708116324 0.00309727816956932 0.0987854194295194 -0.0375917809485994
"C88" -0.278480396312145 0.0197872904743965 -0.0139290186678333 0.0118747578124581 0.0383343012027059
"C89" -0.0138668613835036 0.0381574022801587 0.0721467225735524 0.0307180548513111 0.0329615128428558
"C90" -0.0559054862730611 -0.130957060570355 0.0134048162763196 0.0815209103638351 -0.0567453921654711
"C91" 0.152394846680443 0.00687874143520469 -0.0179302196878337 -0.0232414844778999 -0.0242295795133002
"C92" -0.0119144993593534 -0.0725613192643663 0.113326256434807 -0.125636129452763 -0.0452746040120386
"C93" -0.25110673780381 0.0629819847553473 -0.0361627900383723 -0.0407227009690799 -0.0522083891282315
"C94" 0.139499090957278 -0.0255160517633376 -0.00463465278736995 -0.0058708274712133 -0.0374551135750243
"C95" -0.257553227741181 0.0624743695596249 -0.0299046957277707 -0.0373455043024305 -0.0648842545410974
"C96" -0.00663688259563174 0.0365807313158381 0.0809843591405281 0.0365161031279545 0.034852075240473
"C97" -0.0264029345795087 -0.0723049389169817 0.0789250412382485 -0.102493186789795 -0.0087927162527188
"C98" 0.0790779036581905 0.112775847608289 0.00513705286741043 0.0174987806102422 -0.0444036277893861
"C99" -0.252350757848242 0.0531301581586489 -0.0204976165146904 -0.0213828358438638 -0.0321619714800088
"C100" -0.0010666159286429 -0.0246665212255745 0.103496623412507 -0.0718464960748785 -0.0191950993793231
"C101" 0.0807309168753767 0.0386541249891146 -0.041344772163138 0.0029308924329777 0.0323986143298122
"C102" 0.0959520227176851 0.0273463547403919 -0.0670253564110647 -0.013903171305557 0.00559851274850172
"C103" -0.0305551850571137 -0.0746508856492418 0.111920793103617 -0.110732338584181 -0.010148136847254
"C104" 0.0156633365885305 0.0840033035978963 0.0447407921834531 0.0319140773668609 -0.0151619471391695
"C105" 0.0202569739047177 0.0403599467426573 0.111035625972617 0.0183807619645247 0.02448623646837
"C106" -0.00822413519771147 -0.107123061973653 -0.0169286301086707 -0.058461069293586 0.0542421926606313
"C107" -0.0418339429324892 -0.113086567130579 0.0120523409178977 0.0594266826148078 -0.0645980099817902
"C108" -0.0282210553113171 -0.120816434306406 0.000443764040293325 0.137817365299296 -0.0448313388229303
"C109" 0.0851259017943427 0.09459109241592 0.00182679022985902 0.0309571185761555 -0.0358025266378531
"C110" -0.0377256345592141 -0.0992218635230166 0.0011332617847754 0.0622262883218714 -0.0528407761703601
"C112" 0.112615336355849 0.0395118450874956 -0.0914744023524831 0.0265818098433993 0.0487817770085105
"C113" -0.254443739103063 0.0367247124733986 -0.01393048764813 -0.00677643637100897 0.00328795581351796
"C114" -0.0225248009291235 -0.150569527771869 -0.0247820903291224 0.0814629894506473 -0.00133952988114359
"C115" 0.0829088854211069 0.112727634871228 -0.0218961690019524 -0.000387543770051491 -0.0284050453018764
"C116" 0.0659880994487817 0.0918746028795411 -0.005919291980539 0.0326430739781167 -0.0304698494604516
"C117" 0.0785553694240504 0.10760813175661 -0.0217839948078853 0.0217826779143615 -0.0208895803613651
"C118" -0.00583190791413691 -0.0396591040022757 0.0935552291613626 -0.088798052499479 -0.029569831020854
"C119" 0.0975648497739759 0.0338141438522647 -0.0444037967850628 -0.0254574981141893 0.0399261544125128
"C120" -0.0392535951847533 -0.121810090732396 -0.0373473824089636 -0.0208335499210364 0.0492886379120141
"C121" -0.0192440150487616 -0.102499481153353 -0.0350364175941037 -0.0503502466019328 0.0305030958991982
"C122" 0.0856874450362419 0.0217804516503706 -0.046315558998239 -0.0049178329780307 0.0210020043608697
"C123" 0.05137514776191 0.00113780106286614 0.0805212568780514 -0.0230021368693045 -0.0323449495430125
"C124" -0.13175866334121 -0.0700434159835486 -0.0297857148903574 -0.0205766788604901 0.0378596056259462
"C125" 0.00936559834362562 0.038040063970736 0.0708768793989234 2.85400150718616e-05 0.0292043631233818
"C126" 0.0795177555462062 0.0694424158727418 -0.1041211423174 0.0135807695428097 0.0256654616309985
"C127" 0.0363232190359661 0.0761058387297708 0.06212319787625 0.0450283417401616 -0.0193956662775993
"C128" -0.0329445122986665 -0.122486923414586 -0.0410567221316638 -0.0209213082919912 0.0379191022704397
