"dimension" "Birth" "Death"
"1" 0 0 Inf
"2" 0 5.88752860645981e-16 0.817908700922549
"3" 0 0.088637371567879 0.118610659364576
"4" 0 0.125365423993343 0.137530450344374
"5" 0 0.144555005385055 0.16660957940465
"6" 0 0.156984794439776 0.178456122285064
"7" 0 0.182469030585002 0.206599306684121
"8" 0 0.186813500529938 0.204256646610281
"9" 0 0.210384843308318 0.232950204390603
"10" 0 0.220392538405045 0.222597547386437
"11" 0 0.231399762472374 0.267757834086037
"12" 0 0.244688235534534 0.301281942123114
"13" 0 0.248964765556226 0.259050003169579
"14" 0 0.269788236933262 0.281746924008058
"15" 0 0.287406686704069 0.297733804072341
"16" 0 0.297078311056061 0.297346165335552
"17" 0 0.324984928476496 0.329564952140156
"18" 0 0.328698619547568 0.33357845946719
"19" 0 0.330336507719016 0.330653561988583
"20" 0 0.331839985881816 0.33195579532967
"21" 0 0.341074965485638 0.375408500691684
"22" 0 0.356106160687956 0.36933724926564
"23" 0 0.38183040574043 0.382336189684011
"24" 0 0.404591023794784 0.410175823058557
"25" 0 0.412536241292867 0.424461373306803
"26" 0 0.421447110495278 0.427561452733281
"27" 0 0.426274506232972 0.42687663443013
"28" 0 0.433345341487924 0.448540333417248
"29" 0 0.459145953180633 0.475391239386212
"30" 0 0.780017522198241 0.80611155106114
