"comp_1" "comp_2" "comp_3" "comp_4" "comp_5"
"C1" 0.00753308918698947 0.0561791126718355 0.0120339330300246 0.00391718001254779 0.00231809602667728
"C2" -0.0474497218267913 0.00439053394480725 0.0201216697384893 -0.00128830864961205 -0.00186784497386044
"C3" -0.0383787686933963 0.123109696046306 -0.0290949941693068 -0.0143255599965676 0.00807340831621687
"C4" -0.0479516297964288 0.00483421376570858 0.0227869743189586 -0.00149265970091799 0.0048475031613804
"C5" 0.117520613717502 -0.0238381157556315 0.00320594694324493 0.00610183262559086 -0.00290622369330308
"C6" -0.187726596079854 -0.027756931471449 -0.00848772044832583 0.00185010645931764 -0.00242373287628233
"C7" -0.173049748733629 -0.0180621584652257 0.0018658033797688 0.00131095934160176 0.00328857468850044
"C8" 0.0435766516204471 0.0175356204784661 0.0147275105390838 0.00225180752359542 -0.00431203101800406
"C9" -0.219677585649261 -0.0444773340248998 -0.0354818728591152 0.00616267251238563 0.0001046678160106
"C10" 0.0229826719058401 0.106282795067334 -0.0181538274176916 -0.00268956119484162 -0.00375911432200421
"C11" -0.0105953797450126 0.06745986052347 0.00941806675504497 0.00566593556483437 0.00119666607543678
"C12" 0.141380424138774 -0.0555617390746631 -0.0188432401985577 -0.00167584120450114 0.00061648722359502
"C13" 0.00456333542507451 0.0871411450836735 -0.00134029259079039 0.00180666918679473 -0.000527310759806294
"C14" -0.0224606286769964 0.0172714687721803 0.0218191694658523 0.00580635237976613 0.00755915543622585
"C15" 0.142233374276943 -0.0466560552840607 -0.0177200152814808 0.000659241713706049 -0.00128059247989623
"C16" -0.223256686351777 -0.0420047157137647 -0.0344599167491426 0.00818462333672051 0.00184882975796995
"C17" -0.0251205320614129 0.0227570251182605 0.018468994194886 0.00503692819475342 0.003278960198501
"C18" 0.144340741390808 -0.0403084123218142 -0.0144465991923451 0.00108560131007141 0.00310759357592363
"C19" 0.0192159569845653 0.038972690653359 0.0166330678760592 0.00423650207315695 -0.00209403076251994
"C20" -0.190316432916614 -0.0263105698886392 -0.0104395851688438 -0.000909423586678847 0.00378193719520247
"C21" 0.0491355962721814 0.0334182149709306 0.0108420797511409 0.00422475518875905 -0.000397485086998624
"C22" -0.00734622053029528 0.0763172851410563 0.00809553893647348 -0.000275115726210771 -0.00146977735490351
"C23" -0.0610658330218392 0.00178776428244521 0.0273327294457954 -0.00485681823704988 0.00705331059958129
"C24" -0.00761633330568295 0.069570329382368 0.00871077276496861 0.00558446264513422 0.000311501158672027
"C25" 0.118176690299783 -0.0737964392108861 -0.0143955386409495 -0.016186884749818 0.00485129331854333
"C26" 0.00627399579684685 0.100115842853376 -0.0126413248436654 -0.00367592340760722 0.0035348162755238
"C27" -0.0483068886388213 0.00772531118432272 0.0222746991488048 -0.00159007272549641 0.00209769573062525
